"State","Area.Code","Phone","Account.Length","VMail.Message","Day.Mins","Eve.Mins","Night.Mins","Intl.Mins","CustServ.Calls","Intl.Plan","VMail.Plan","Day.Calls","Day.Charge","Eve.Calls","Eve.Charge","Night.Calls","Night.Charge","Intl.Calls","Intl.Charge","Churn"
"UT",408,4184637,104,0,263.4,235.5,102,13,0,0,0,101,44.78,117,20.02,146,4.59,4,3.51,"0"
"NH",408,3937322,90,0,140.2,213.9,120,7.1,1,0,0,97,23.83,102,18.18,126,5.4,2,1.92,"0"
"LA",415,3535557,82,0,197.7,127.6,142.1,13.5,1,0,0,101,33.61,83,10.85,103,6.39,3,3.65,"0"
"VT",415,4115334,101,0,136.2,220.9,196.9,13.3,3,0,0,92,23.15,110,18.78,116,8.86,7,3.59,"0"
"NY",415,3988588,9,16,88.5,178.8,228.7,11.5,2,0,1,87,15.05,108,15.2,96,10.29,3,3.11,"0"
"CT",415,3747285,97,0,215.3,242.4,279.8,12.1,0,0,0,58,36.6,91,20.6,105,12.59,9,3.27,"0"
"MI",510,3577875,127,25,203.8,267.1,225.1,7.3,0,0,1,118,34.65,48,22.7,105,10.13,5,1.97,"0"
"SD",510,3939677,125,34,268.4,222.2,117.6,10.3,0,0,1,112,45.63,108,18.89,102,5.29,3,2.78,"0"
"ME",415,3459598,140,0,159.1,269.8,220.4,10.3,1,0,0,104,27.05,106,22.93,116,9.92,4,2.78,"0"
"MD",415,3533203,90,0,114.4,127.7,253.1,10.1,2,0,0,122,19.45,154,10.85,109,11.39,5,2.73,"0"
"TN",510,3381815,121,26,170.4,254.5,219.6,15.1,0,0,1,91,28.97,90,21.63,122,9.88,5,4.08,"0"
"DC",408,3682458,121,0,168.6,168.6,95.3,12.3,1,0,0,121,28.66,94,14.33,59,4.29,4,3.32,"0"
"OR",408,4008375,53,0,261.2,250.8,176,9.8,0,0,0,119,44.4,105,21.32,112,7.92,2,2.65,"1"
"AK",510,3464360,132,0,181.1,314.4,246.7,4.2,2,0,0,121,30.79,109,26.72,81,11.1,9,1.13,"0"
"WI",408,4128811,162,0,177.1,114.7,153.6,6.5,3,0,0,131,30.11,122,9.75,88,6.91,6,1.76,"0"
"IN",415,4133990,140,0,160.5,240.5,233.5,11.3,1,0,0,114,27.29,103,20.44,121,10.51,4,3.05,"0"
"MI",408,3452448,91,0,134.7,295.3,195.5,6.6,2,0,0,116,22.9,98,25.1,121,8.8,5,1.78,"0"
"ID",510,3944512,73,28,198.2,139.1,199.1,8.8,2,0,1,107,33.69,123,11.82,139,8.96,1,2.38,"0"
"NH",408,4008538,95,0,228.9,255.7,208,10.1,4,1,0,134,38.91,71,21.73,120,9.36,2,2.73,"1"
"MN",408,4128769,145,0,241.7,135.8,277.6,13.1,0,0,0,137,41.09,100,11.54,123,12.49,3,3.54,"0"
"AZ",415,3901552,100,0,131.1,176.2,89.7,4.3,1,0,0,108,22.29,81,14.98,81,4.04,4,1.16,"0"
"MN",415,3892477,122,0,234.1,200.2,237.4,13.1,2,0,0,101,39.8,121,17.02,89,10.68,9,3.54,"0"
"MO",415,3894695,109,0,200.1,300.9,236,11.9,0,0,0,72,34.02,120,25.58,68,10.62,5,3.21,"0"
"AL",408,4068037,82,0,154,94.4,287.6,10.1,1,0,0,107,26.18,114,8.02,95,12.94,7,2.73,"0"
"AK",510,4147942,52,0,148.3,181.6,155.6,8.3,3,0,0,83,25.21,79,15.44,104,7,6,2.24,"0"
"MS",415,3487071,136,24,174.6,176.6,214.4,8.8,2,0,1,76,29.68,114,15.01,91,9.65,5,2.38,"0"
"IA",415,4042942,75,0,138.5,153.2,215.6,11.1,1,0,0,110,23.55,86,13.02,103,9.7,7,3,"0"
"NE",408,3276764,105,0,162.3,212.5,214.7,11.1,4,0,0,99,27.59,95,18.06,114,9.66,8,3,"0"
"CT",415,4164351,45,0,142.4,318.7,224.1,11.1,1,0,0,107,24.21,78,27.09,108,10.08,7,3,"0"
"NC",415,4193196,106,37,223.5,235.1,140.1,10.6,2,0,1,104,38,99,19.98,90,6.3,5,2.86,"0"
"CT",510,4116211,33,0,182.5,232.1,149.2,7.5,2,0,0,65,31.03,96,19.73,82,6.71,2,2.03,"0"
"ND",408,3918369,68,0,219.6,141.1,205.7,10.8,2,0,0,97,37.33,144,11.99,101,9.26,4,2.92,"0"
"NV",415,3471814,141,0,192.4,156.9,175.8,11,0,0,0,111,32.71,87,13.34,82,7.91,6,2.97,"0"
"CO",408,3867337,98,0,236.2,189.4,153.6,13.3,0,0,0,122,40.15,110,16.1,104,6.91,4,3.59,"0"
"KS",510,3758505,94,28,233.2,113.3,118,16.1,0,0,1,88,39.64,102,9.63,71,5.31,4,4.35,"0"
"CO",510,4075056,65,0,158.8,188.5,189.3,9.8,2,0,0,53,27,132,16.02,87,8.52,4,2.65,"0"
"MO",415,3678924,85,0,126.1,274.7,184.4,9.8,1,0,0,112,21.44,126,23.35,95,8.3,4,2.65,"0"
"MA",510,4195171,71,0,290.4,253.9,263.3,10.1,3,0,0,108,49.37,92,21.58,126,11.85,5,2.73,"1"
"NY",408,3967687,112,30,60.6,165.9,132.8,13.3,0,0,1,113,10.3,96,14.1,99,5.98,7,3.59,"0"
"AK",415,3944548,110,0,148.4,193.8,206,6.9,0,0,0,95,25.23,98,16.47,106,9.27,6,1.86,"0"
"WI",415,3826438,111,0,246.5,216.3,179.6,12.7,2,0,0,108,41.91,89,18.39,99,8.08,3,3.43,"0"
"NH",408,4132194,74,0,298.1,201.3,214.7,9.7,2,0,0,112,50.68,100,17.11,88,9.66,4,2.62,"1"
"TN",510,3662622,105,0,119.3,185.1,157,10.9,2,0,0,82,20.28,111,15.73,74,7.07,4,2.94,"0"
"NY",408,4167591,40,0,242.5,232.9,154,9.6,0,0,0,82,41.23,97,19.8,86,6.93,7,2.59,"0"
"GA",408,3552634,128,18,222.1,160.6,218.8,13.6,0,1,1,89,37.76,109,13.65,102,9.85,2,3.67,"1"
"MN",408,4225350,123,0,236.2,273.9,227,10.1,2,0,0,135,40.15,88,23.28,77,10.22,6,2.73,"1"
"MI",510,3292388,122,0,144.2,212.2,169.3,9.5,0,0,0,87,24.51,74,18.04,87,7.62,4,2.57,"0"
"ID",408,3815273,114,19,154.6,241.6,160,12.6,3,0,1,100,26.28,109,20.54,112,7.2,1,3.4,"0"
"CT",415,4216694,102,25,137.4,176.7,188.2,10.2,2,0,1,100,23.36,83,15.02,93,8.47,6,2.75,"0"
"NC",415,3421702,126,0,103.7,127,329.3,14.4,0,0,0,93,17.63,107,10.8,66,14.82,1,3.89,"0"
"LA",415,3814029,150,0,136.6,209.4,161.1,12.2,4,0,0,112,23.22,81,17.8,78,7.25,2,3.29,"1"
"NJ",408,3352967,60,0,289.8,255.6,242.8,11.7,2,0,0,101,49.27,115,21.73,76,10.93,4,3.16,"1"
"TX",408,4166594,123,0,260.9,168.5,178.3,13.3,3,0,0,85,44.35,103,14.32,91,8.02,5,3.59,"0"
"CA",510,3886026,138,0,196.2,176.5,232.4,15.2,0,1,0,129,33.35,86,15,108,10.46,1,4.1,"1"
"WY",415,3867118,111,0,222.2,162.5,184.9,11.9,4,0,0,96,37.77,111,13.81,120,8.32,7,3.21,"0"
"TX",510,3462020,37,0,172.9,183,226.4,9.8,0,1,0,119,29.39,86,15.56,100,10.19,1,2.65,"1"
"CA",408,3299067,111,0,249.8,242.4,231.8,11.6,0,0,0,109,42.47,106,20.6,78,10.43,4,3.13,"1"
"UT",510,3296144,81,0,154.5,216.2,229.8,13.7,1,0,0,84,26.27,91,18.38,82,10.34,3,3.7,"0"
"WA",510,3321502,46,0,90.4,276.2,146.5,12.7,1,0,0,108,15.37,77,23.48,111,6.59,2,3.43,"0"
"MS",510,3428320,69,27,268.8,246.6,271.9,16.4,0,0,1,78,45.7,89,20.96,102,12.24,3,4.43,"0"
"OH",408,4115748,125,0,106.1,157.6,192.5,8.1,1,0,0,95,18.04,113,13.4,69,8.66,3,2.19,"0"
"RI",415,4001280,127,27,140.1,223.4,257.9,3.8,1,0,1,59,23.82,111,18.99,73,11.61,10,1.03,"0"
"IN",510,3605794,94,0,245,180.4,262.9,9.7,1,0,0,112,41.65,91,15.33,105,11.83,6,2.62,"0"
"VT",408,3733538,46,0,196.7,205.9,216.6,11.2,3,0,0,85,33.44,74,17.5,112,9.75,5,3.02,"0"
"MT",408,3949942,73,26,131.2,106.5,221.7,10.2,2,0,1,98,22.3,97,9.05,96,9.98,6,2.75,"0"
"CT",408,3803329,146,23,149.6,239.8,293.5,7.4,2,0,1,96,25.43,124,20.38,135,13.21,4,2,"0"
"OH",408,3279289,52,31,142.1,193,253.4,11,1,0,1,77,24.16,97,16.41,88,11.4,4,2.97,"0"
"GA",510,3512589,202,0,115.4,178.7,185.7,6,3,0,0,137,19.62,70,15.19,113,8.36,3,1.62,"0"
"MN",510,3686892,129,31,193,224.8,197.6,10.3,2,0,1,99,32.81,87,19.11,91,8.89,8,2.78,"0"
"CT",415,3379303,94,0,206.1,224.6,256.7,13,1,0,0,49,35.04,115,19.09,74,11.55,1,3.51,"0"
"AL",415,3775258,100,0,160.3,221.3,150.4,11.2,0,0,0,138,27.25,92,18.81,120,6.77,2,3.02,"0"
"WV",415,3485767,43,0,199.9,288.4,180.6,11.3,1,0,0,108,33.98,80,24.51,103,8.13,7,3.05,"0"
"NH",415,3733549,130,0,213.1,206.2,163.4,8.9,0,0,0,105,36.23,108,17.53,93,7.35,3,2.4,"0"
"WY",415,4228344,124,0,178.3,235,239.7,10.9,3,0,0,102,30.31,120,19.98,119,10.79,1,2.94,"0"
"VA",510,4112958,92,0,252.3,207,284.6,12,3,1,0,120,42.89,112,17.6,95,12.81,5,3.24,"1"
"VT",415,3842908,48,0,197.7,136.7,244.4,13.2,4,0,0,64,33.61,126,11.62,81,11,5,3.56,"0"
"OH",510,3476393,98,29,111.1,217.9,248.1,6.6,2,0,1,105,18.89,101,18.52,108,11.16,3,1.78,"0"
"MT",415,3857148,100,0,96.5,210.2,146.4,12.5,1,0,0,86,16.41,133,17.87,106,6.59,3,3.38,"1"
"MA",415,4192767,79,0,156.9,122.2,189.1,11.3,3,0,0,109,26.67,87,10.39,103,8.51,5,3.05,"0"
"VA",415,3751746,164,0,123.3,170,165.9,12.7,1,0,0,78,20.96,85,14.45,78,7.47,2,3.43,"0"
"NM",415,3627870,105,0,193.7,183.2,293.7,10.8,1,0,0,108,32.93,124,15.57,72,13.22,5,2.92,"0"
"AR",408,4103725,89,0,206.9,167.7,155.7,10.9,0,1,0,134,35.17,105,14.25,86,7.01,4,2.94,"0"
"NE",415,3871535,126,0,249.8,261.9,166.8,12.7,3,0,0,96,42.47,92,22.26,108,7.51,4,3.43,"1"
"WY",408,3292045,96,0,144,224.7,227.7,10,1,0,0,102,24.48,73,19.1,91,10.25,7,2.7,"0"
"SC",415,3368343,212,0,226,304.6,181.2,12.6,2,0,0,127,38.42,83,25.89,132,8.15,4,3.4,"1"
"NC",415,3685758,72,0,137.6,143.5,273.7,9.6,2,0,0,106,23.39,94,12.2,110,12.32,6,2.59,"0"
"HI",415,3468362,155,26,211.7,139.2,146.7,11.1,1,1,1,121,35.99,123,11.83,89,6.6,3,3,"0"
"UT",415,3459690,89,0,89.7,179.8,145.7,9.5,2,0,0,80,15.25,81,15.28,120,6.56,4,2.57,"0"
"WY",408,3399798,126,0,197.6,246.5,285.3,12.5,2,1,0,126,33.59,112,20.95,104,12.84,8,3.38,"0"
"AL",408,3595731,172,0,270,256.6,168.5,12,2,0,0,102,45.9,111,21.81,104,7.58,5,3.24,"1"
"VA",415,3732091,75,0,224.7,192,212.2,11.3,3,0,0,116,38.2,79,16.32,98,9.55,11,3.05,"0"
"WI",510,3673439,143,0,194.3,123.6,229.5,10.2,2,0,0,99,33.03,133,10.51,99,10.33,2,2.75,"0"
"FL",510,3671681,166,0,47.7,264.4,235.2,13.2,0,1,0,89,8.11,95,22.47,97,10.58,3,3.56,"1"
"KS",415,4209973,132,0,190.1,182.2,279.8,13,1,0,0,105,32.32,116,15.49,105,12.59,2,3.51,"0"
"NY",415,3935897,99,0,182.6,154.5,196,12.1,0,0,0,83,31.04,111,13.13,57,8.82,5,3.27,"0"
"VA",415,3847216,136,35,205.5,298.5,214.2,6.9,1,0,1,86,34.94,119,25.37,104,9.64,4,1.86,"0"
"KS",415,3844595,119,0,231.5,266.9,211,7.4,1,0,0,82,39.36,97,22.69,118,9.49,10,2,"0"
"NC",510,3299667,115,0,251.3,252.5,118.3,9.9,3,1,0,69,42.72,96,21.46,112,5.32,1,2.67,"1"
"CA",510,3397602,120,0,134.8,204.1,238.4,6.7,1,0,0,94,22.92,106,17.35,109,10.73,8,1.81,"0"
"WV",415,3321109,173,0,191.4,168.5,109.3,10.3,1,0,0,114,32.54,138,14.32,99,4.92,3,2.78,"0"
"IL",415,3433296,156,0,174.5,197.4,238.5,10.6,0,0,0,65,29.67,116,16.78,86,10.73,2,2.86,"0"
"NY",415,3662536,70,0,177.4,226.2,254.1,10.9,0,0,0,125,30.16,104,19.23,72,11.43,4,2.94,"0"
"AL",408,3509318,132,0,222.4,165.4,208.4,11.2,0,0,0,85,37.81,76,14.06,97,9.38,4,3.02,"0"
"KS",510,4185300,47,0,47.8,178.9,152.6,13.3,0,1,0,120,8.13,123,15.21,96,6.87,7,3.59,"1"
"OK",415,4027372,180,0,143.5,189.3,174.9,8.8,3,0,0,121,24.4,111,16.09,82,7.87,5,2.38,"0"
"UT",415,3379710,93,0,164.9,210.4,229.4,7.8,2,0,0,68,28.03,86,17.88,104,10.32,4,2.11,"0"
"OH",415,3634967,109,0,193.6,148.7,282.5,13.1,2,0,0,58,32.91,115,12.64,105,12.71,1,3.54,"0"
"WY",510,4005389,80,0,101.1,263.2,137.7,7.3,0,0,0,121,17.19,110,22.37,74,6.2,5,1.97,"0"
"NM",415,4169162,54,24,92.3,193.1,99.3,11.6,2,0,1,88,15.69,98,16.41,119,4.47,3,3.13,"0"
"AL",415,4146541,121,0,168.9,123.9,266.3,2.9,2,0,0,128,28.71,99,10.53,105,11.98,7,0.78,"0"
"AR",510,3389171,138,0,146.5,284.5,176,14,3,0,0,101,24.91,142,24.18,98,7.92,6,3.78,"0"
"TX",415,3869711,126,0,190.9,149.7,191.4,13,1,0,0,143,32.45,72,12.72,87,8.61,3,3.51,"0"
"WA",415,4165660,167,0,169.2,173.3,216.5,12.4,4,0,0,124,28.76,108,14.73,64,9.74,4,3.35,"1"
"RI",510,3318462,127,0,96,177,162.2,9.7,3,0,0,117,16.32,68,15.05,127,7.3,4,2.62,"0"
"NC",408,4144037,88,27,93.4,252,189,10.9,1,0,1,106,15.88,92,21.42,104,8.5,1,2.94,"0"
"RI",415,4152865,113,0,90.6,170.6,137.4,5.4,1,0,0,130,15.4,100,14.5,74,6.18,9,1.46,"0"
"NY",510,3622353,78,0,152.9,256.6,173.6,5.3,2,0,0,81,25.99,82,21.81,112,7.81,6,1.43,"0"
"TX",408,3295114,123,0,257.9,211.6,189.3,9.4,2,0,0,92,43.84,71,17.99,104,8.52,2,2.54,"0"
"DE",408,3511389,136,29,85.2,230.4,243.6,9,2,1,1,98,14.48,85,19.58,104,10.96,3,2.43,"0"
"MS",415,3753668,68,34,160,184.5,208.3,6.1,1,0,1,72,27.2,119,15.68,101,9.37,10,1.65,"0"
"OH",415,3755414,132,10,182.9,292.4,142.3,11.5,0,0,1,54,31.09,68,24.85,116,6.4,4,3.11,"0"
"LA",415,3607079,133,0,216.2,222.2,192,3.1,2,0,0,67,36.75,133,18.89,95,8.64,1,0.84,"0"
"FL",415,3449302,127,0,261.7,181.8,100.9,3.3,0,0,0,105,44.49,107,15.45,131,4.54,5,0.89,"0"
"WA",415,4181775,110,0,241.2,174.3,245.3,8.5,2,0,0,105,41,85,14.82,59,11.04,4,2.3,"0"
"WV",510,4012468,121,0,177.2,123.5,213.2,8.4,1,0,0,142,30.12,88,10.5,51,9.59,6,2.27,"0"
"NY",510,3464984,116,0,89.5,180.8,193.1,14,2,0,0,128,15.22,137,15.37,94,8.69,3,3.78,"0"
"NE",415,3512928,112,16,200.3,197.8,151.1,10.4,1,1,1,72,34.05,91,16.81,92,6.8,3,2.81,"0"
"PA",510,3657774,97,0,145,294.3,239.8,11,4,1,0,103,24.65,93,25.02,120,10.79,2,2.97,"1"
"IN",415,3649059,110,0,151.8,138,233.5,11.2,3,0,0,106,25.81,126,11.73,112,10.51,8,3.02,"0"
"VA",408,3567208,67,0,176.2,236,152.5,10.6,1,0,0,120,29.95,138,20.06,104,6.86,4,2.86,"0"
"MN",408,3335551,166,0,152.1,121,198,9.8,0,0,0,95,25.86,105,10.29,126,8.91,5,2.65,"0"
"DE",408,3626528,129,0,161.3,220.6,224.7,9.6,1,0,0,122,27.42,95,18.75,104,10.11,3,2.59,"0"
"OR",510,3942560,103,0,171.7,144.5,157.9,6.8,3,1,0,78,29.19,86,12.28,106,7.11,3,1.84,"0"
"UT",415,3673220,71,0,278.9,190.2,255.2,11.7,0,0,0,110,47.41,67,16.17,84,11.48,7,3.16,"1"
"CT",415,4185708,112,27,213,226.2,189.8,11.1,4,0,1,121,36.21,101,19.23,99,8.54,3,3,"0"
"AL",415,4212245,8,36,242.9,170.9,177.3,4.8,1,0,1,67,41.29,59,14.53,130,7.98,12,1.3,"0"
"CT",415,3476994,90,0,175.9,285.2,150.8,13,1,0,0,111,29.9,115,24.24,122,6.79,7,3.51,"0"
"MS",415,4137468,13,0,303.2,170.5,227.6,11.5,0,0,0,133,51.54,86,14.49,80,10.24,3,3.11,"1"
"AR",415,3896082,58,0,238.9,187.2,181.1,11.8,2,0,0,107,40.61,88,15.91,84,8.15,3,3.19,"0"
"CA",415,4153689,137,22,189.6,179,179.6,11.4,2,0,1,42,32.23,137,15.22,126,8.08,5,3.08,"0"
"MI",408,3792503,116,0,133.3,247.8,219,11.3,5,0,0,94,22.66,126,21.06,78,9.86,5,3.05,"1"
"DE",415,3794372,87,0,177.2,248.9,200.8,8.6,3,0,0,72,30.12,105,21.16,87,9.04,7,2.32,"0"
"FL",415,3363738,120,0,184.5,209,169.7,10.2,2,0,0,103,31.37,86,17.77,70,7.64,6,2.75,"0"
"AK",415,3802600,97,24,176.1,159.4,269.1,12.1,0,0,1,109,29.94,81,13.55,94,12.11,9,3.27,"0"
"ID",415,3454473,134,0,204.7,143.1,165.8,11,6,0,0,108,34.8,105,12.16,84,7.46,4,2.97,"0"
"OH",510,3809990,68,0,143.6,134.3,215.6,15.5,2,0,0,80,24.41,65,11.42,84,9.7,5,4.19,"0"
"NH",408,4111045,93,0,179.3,188.8,253.2,12.1,1,0,0,93,30.48,65,16.05,88,11.39,5,3.27,"0"
"MA",415,4135306,120,0,137.3,212.2,152.7,10.5,1,0,0,100,23.34,129,18.04,92,6.87,2,2.84,"0"
"OR",510,3314807,80,0,203.7,216.4,154.2,7.6,2,0,0,92,34.63,97,18.39,66,6.94,5,2.05,"0"
"OH",415,3765375,83,25,191.3,250.7,249.4,17.6,2,0,1,95,32.52,136,21.31,86,11.22,5,4.75,"0"
"NC",510,3619839,109,0,209.1,205,119.4,7.8,2,1,0,141,35.55,93,17.43,111,5.37,3,2.11,"0"
"KY",510,3488679,66,33,88.8,109.6,172.7,7.1,3,0,1,104,15.1,94,9.32,107,7.77,9,1.92,"0"
"ID",510,4036565,104,0,97.2,155.6,261.6,12.4,0,0,0,88,16.52,85,13.23,105,11.77,5,3.35,"0"
"WV",510,4136769,127,0,224.3,185.7,159.4,10,2,0,0,112,38.13,103,15.78,83,7.17,1,2.7,"0"
"KS",510,3979486,128,0,268.1,120.5,220.8,14.4,2,0,0,95,45.58,126,10.24,121,9.94,6,3.89,"0"
"NE",408,4208897,61,0,267.1,180.4,230.6,17.3,1,0,0,104,45.41,131,15.33,106,10.38,4,4.67,"1"
"FL",415,3789506,22,0,181.8,198.6,206.6,9.3,2,0,0,108,30.91,148,16.88,96,9.3,3,2.51,"0"
"WY",415,3996259,78,0,147.1,199.7,160.7,13.7,0,0,0,80,25.01,100,16.97,106,7.23,7,3.7,"0"
"WA",415,3355806,56,29,37.7,144.1,226.6,4.9,1,0,1,115,6.41,111,12.25,101,10.2,3,1.32,"0"
"CO",415,4016392,192,0,185,224.9,212.4,11.4,2,0,0,88,31.45,98,19.12,105,9.56,3,3.08,"0"
"WI",415,3799859,70,0,156.4,171,196.1,8.6,2,0,0,108,26.59,116,14.54,96,8.82,4,2.32,"0"
"KS",510,4154051,148,0,239.3,195.7,232.6,10.9,1,0,0,84,40.68,85,16.63,104,10.47,3,2.94,"0"
"RI",415,3685612,65,29,215.5,161.9,128.3,8.8,2,0,1,129,36.64,77,13.76,91,5.77,5,2.38,"0"
"MT",510,3745301,119,0,134.9,211.5,188.5,11.3,1,0,0,70,22.93,74,17.98,105,8.48,6,3.05,"0"
"CO",415,4065710,80,0,194.8,209.9,194.1,12.8,0,0,0,116,33.12,93,17.84,100,8.73,3,3.46,"0"
"FL",510,3433340,113,0,92.6,177.6,159.8,14.4,3,0,0,85,15.74,92,15.1,72,7.19,4,3.89,"0"
"VT",510,3778267,75,0,209.4,211.5,291.2,7.2,1,0,0,133,35.6,121,17.98,123,13.1,4,1.94,"0"
"OH",415,3822453,80,0,197.6,164.5,94,6.4,1,0,0,83,33.59,86,13.98,98,4.23,6,1.73,"0"
"NH",408,3337449,148,0,17.6,161.7,203.1,10.6,1,0,0,121,2.99,125,13.74,82,9.14,6,2.86,"0"
"RI",415,3664287,63,0,62.9,202.9,259,8.9,1,1,0,112,10.69,111,17.25,58,11.66,8,2.4,"0"
"FL",415,4152285,97,28,202.3,69.2,257.6,6.7,1,0,1,97,34.39,84,5.88,64,11.59,3,1.81,"0"
"MD",415,3811328,166,0,136.1,181.4,131.4,11.3,0,0,0,116,23.14,93,15.42,108,5.91,4,3.05,"0"
"WY",408,3444022,94,0,207,167.4,238.2,2.6,1,0,0,109,35.19,80,14.23,117,10.72,6,0.7,"0"
"TN",415,3517309,80,0,276.5,195.6,210.3,7.2,1,1,0,122,47.01,79,16.63,78,9.46,3,1.94,"1"
"IN",415,4084870,88,25,288.5,203.4,228.4,13,1,1,1,114,49.05,74,17.29,117,10.28,5,3.51,"0"
"IA",408,3789478,100,0,210.9,329.3,127.1,9.4,4,0,0,85,35.85,69,27.99,78,5.72,5,2.54,"0"
"WV",408,4014778,154,35,64.9,184.1,151.6,14.6,1,0,1,76,11.03,91,15.65,75,6.82,1,3.94,"0"
"UT",510,3709563,32,26,243.5,236.8,173.3,9,1,0,1,137,41.4,108,20.13,149,7.8,9,2.43,"0"
"AK",415,3335295,126,31,278,253.2,223.2,8.7,0,0,1,88,47.26,65,21.52,114,10.04,4,2.35,"0"
"UT",510,3702451,144,37,219.9,222.1,118.5,10,1,0,1,102,37.38,77,18.88,111,5.33,4,2.7,"0"
"MS",510,4016982,29,0,313.2,216.3,218.4,12.8,2,0,0,103,53.24,151,18.39,106,9.83,4,3.46,"1"
"AR",408,3298115,86,16,145.7,191,215.5,11.3,0,0,1,88,24.77,129,16.24,82,9.7,7,3.05,"0"
"AK",415,3403409,138,37,75.8,173.6,162.6,8.2,0,0,1,102,12.89,147,14.76,96,7.32,13,2.21,"0"
"AK",415,3975911,146,0,195.9,228.6,303.5,12.2,3,0,0,86,33.3,82,19.43,94,13.66,4,3.29,"0"
"ME",415,4156127,175,0,132,231.2,313.4,8.7,1,0,0,95,22.44,74,19.65,108,14.1,10,2.35,"0"
"WV",510,3926073,74,0,124,262.1,268.2,11.7,2,0,0,102,21.08,101,22.28,98,12.07,2,3.16,"0"
"CT",415,4196564,48,0,171.9,159,139.5,7.6,2,0,0,98,29.22,127,13.52,101,6.28,3,2.05,"0"
"VT",510,3615936,157,0,168.6,205.1,175.8,5.9,3,0,0,71,28.66,48,17.43,88,7.91,2,1.59,"0"
"TN",415,3561582,68,0,178.7,252.3,255.7,8.4,1,0,0,61,30.38,84,21.45,76,11.51,4,2.27,"0"
"OR",415,3754900,80,0,113.2,185.5,237.3,9.5,1,0,0,86,19.24,97,15.77,145,10.68,5,2.57,"0"
"CO",415,3445206,140,0,149.7,212.5,245.9,12.6,3,0,0,71,25.45,97,18.06,67,11.07,4,3.4,"0"
"AR",415,3287833,98,0,227.1,120.5,117,4.7,5,0,0,116,38.61,103,10.24,102,5.27,4,1.27,"1"
"PA",415,4174266,114,0,155.3,169.9,207,12.6,2,0,0,75,26.4,87,14.44,133,9.32,5,3.4,"0"
"MN",408,3516574,46,0,156.4,185.5,226.7,11.8,1,0,0,105,26.59,98,15.77,96,10.2,3,3.19,"0"
"NM",415,3728925,118,42,148.7,167.3,270.6,10.4,0,0,1,105,25.28,105,14.22,105,12.18,7,2.81,"0"
"UT",510,3405678,37,0,271.7,155.1,199.5,6.6,3,0,0,112,46.19,96,13.18,97,8.98,4,1.78,"0"
"NV",510,3428167,113,0,245.3,259.9,204.3,10.7,3,0,0,108,41.7,140,22.09,115,9.19,2,2.89,"1"
"OR",408,3759180,69,0,196.1,236.8,182.3,11.9,0,0,0,87,33.34,66,20.13,75,8.2,1,3.21,"0"
"NJ",510,3475354,59,31,225,191.3,226.7,9.1,1,1,1,78,38.25,79,16.26,79,10.2,3,2.46,"0"
"WV",510,3629391,59,0,189.7,115.9,220.6,7.4,0,0,0,100,32.25,133,9.85,115,9.93,4,2,"0"
"OR",415,3868984,190,0,142.9,177.9,113.3,6.6,0,0,0,96,24.29,96,15.12,117,5.1,4,1.78,"0"
"KY",415,3846372,109,0,175.6,238,198.4,10.2,1,0,0,80,29.85,94,20.23,103,8.93,6,2.75,"0"
"MO",415,3581329,136,0,92.4,219,212.6,12.9,2,0,0,109,15.71,115,18.62,80,9.57,4,3.48,"0"
"TX",510,4007987,86,0,92.8,159.6,148.7,8.8,1,0,0,92,15.78,87,13.57,115,6.69,5,2.38,"0"
"FL",510,3896955,106,0,159.6,276.8,223.5,8.8,0,0,0,94,27.13,118,23.53,65,10.06,3,2.38,"0"
"PA",415,3961800,104,0,144.5,180.5,226,17,2,0,0,107,24.57,85,15.34,94,10.17,6,4.59,"0"
"WV",415,3494979,129,0,159.1,202.5,233.1,11.5,2,0,0,100,27.05,90,17.21,96,10.49,6,3.11,"0"
"IN",510,3615864,205,0,49.9,150.7,188.2,10.1,2,0,0,123,8.48,81,12.81,67,8.47,4,2.73,"0"
"NE",415,3306208,123,0,150,89.8,326,11.1,3,0,0,98,25.5,95,7.63,91,14.67,3,3,"0"
"DE",415,4166628,99,0,254.4,159.3,264.4,6,1,0,0,120,43.25,92,13.54,94,11.9,5,1.62,"0"
"MI",415,3495617,61,33,270.7,200.7,201.7,10.9,3,0,1,53,46.02,116,17.06,102,9.08,3,2.94,"0"
"IL",408,3959270,148,25,230.7,233.8,215.8,13.5,3,0,1,102,39.22,109,19.87,90,9.71,2,3.65,"0"
"WA",415,4017575,141,0,151.5,242.2,304.2,10.8,1,0,0,104,25.76,114,20.59,109,13.69,2,2.92,"0"
"NM",408,3325964,56,0,146.1,196.2,310.1,9.2,0,0,0,57,24.84,97,16.68,110,13.95,3,2.48,"0"
"VA",408,3875411,43,35,200.2,244.4,207.2,11.6,3,0,1,105,34.03,88,20.77,97,9.32,4,3.13,"0"
"MT",415,3787872,42,0,150.7,246.7,103.8,7,2,0,0,52,25.62,96,20.97,118,4.67,4,1.89,"0"
"CT",415,3896037,135,0,186,66,213.1,12.9,1,1,0,107,31.62,94,5.61,105,9.59,4,3.48,"0"
"AL",415,3493732,106,0,212.9,187,128.1,6.3,3,0,0,110,36.19,69,15.9,71,5.76,3,1.7,"0"
"WV",510,3479738,106,0,194.8,213.4,190.8,11.5,0,0,0,133,33.12,73,18.14,92,8.59,7,3.11,"0"
